index,angle,houghAngle,projectionAngle,freqHoughAngle
8,-8.50,-9.00,-8.00,-8.00
8,-8.25,-8.00,-8.00,-8.00
8,-8.00,-8.00,-8.00,-8.00
8,-7.75,-8.00,-8.00,-8.00
8,-7.50,-7.00,-7.00,-7.00
8,-7.25,-7.00,-7.00,-7.00
8,-7.00,-7.00,-7.00,-7.00
8,-6.75,-7.00,-7.00,-7.00
8,-6.50,-6.00,-6.00,-6.00
8,-6.25,-6.00,-6.00,-6.00
8,-6.00,-6.00,-6.00,-6.00
8,-5.75,-6.00,-6.00,-6.00
8,-5.50,-5.00,-5.00,-5.00
8,-5.25,-5.00,-5.00,-5.00
8,-5.00,-5.00,-5.00,-5.00
8,-4.75,-5.00,-5.00,-5.00
8,-4.50,-4.00,-4.00,-4.00
8,-4.25,-4.00,-4.00,-4.00
8,-4.00,-4.00,-4.00,-4.00
8,-3.75,-4.00,-4.00,-4.00
8,-3.50,-3.00,-3.00,-4.00
8,-3.25,-3.00,-3.00,-3.00
8,-3.00,-3.00,-3.00,-3.00
8,-2.75,-3.00,-3.00,-3.00
8,-2.50,-2.00,-2.00,-2.00
8,-2.25,-2.00,-2.00,-2.00
8,-2.00,-2.00,-2.00,-2.00
8,-1.75,-2.00,-2.00,-2.00
8,-1.50,-1.00,-1.00,-1.00
8,-1.25,-1.00,-1.00,-1.00
8,-1.00,-1.00,-1.00,-1.00
8,-0.75,-1.00,-1.00,-1.00
8,-0.50,0.00,-1.00,0.00
8,-0.25,0.00,-0.00,0.00
8,0.00,0.00,1.00,0.00
8,0.25,0.00,-0.00,0.00
8,0.50,1.00,1.00,1.00
8,0.75,1.00,1.00,1.00
8,1.00,1.00,1.00,1.00
8,1.25,1.00,1.00,1.00
8,1.50,1.00,2.00,1.00
8,1.75,2.00,2.00,2.00
8,2.00,2.00,2.00,2.00
8,2.25,2.00,2.00,2.00
8,2.50,2.00,2.00,2.00
8,2.75,3.00,3.00,3.00
8,3.00,3.00,3.00,3.00
8,3.25,3.00,3.00,3.00
8,3.50,3.00,4.00,3.00
8,3.75,4.00,4.00,4.00
8,4.00,4.00,4.00,4.00
8,4.25,4.00,4.00,4.00
8,4.50,5.00,5.00,4.00
8,4.75,5.00,5.00,5.00
8,5.00,5.00,5.00,5.00
8,5.25,5.00,5.00,5.00
8,5.50,6.00,6.00,5.00
8,5.75,6.00,6.00,6.00
8,6.00,6.00,6.00,6.00
8,6.25,6.00,6.00,6.00
8,6.50,7.00,7.00,6.00
8,6.75,7.00,7.00,7.00
8,7.00,7.00,7.00,7.00
8,7.25,7.00,7.00,7.00
8,7.50,7.00,8.00,7.00
8,7.75,8.00,8.00,8.00
8,8.00,8.00,8.00,8.00
8,8.25,8.00,8.00,8.00
8,8.50,9.00,9.00,8.00
8,8.75,9.00,9.00,9.00
8,9.00,9.00,9.00,9.00
8,9.25,9.00,9.00,9.00
8,9.50,9.00,10.00,10.00
8,9.75,10.00,10.00,10.00
8,10.00,10.00,10.00,10.00
9,-10.00,-10.00,-10.00,-10.00
9,-9.75,-10.00,-10.00,-10.00
9,-9.50,-9.00,-10.00,-9.00
9,-9.25,-9.00,-9.00,-9.00
9,-9.00,-9.00,-9.00,-9.00
9,-8.75,-9.00,-9.00,-9.00
9,-8.50,-8.00,-8.00,-8.00
9,-8.25,-8.00,-8.00,-8.00
9,-8.00,-8.00,-8.00,-8.00
9,-7.75,-8.00,-8.00,-8.00
9,-7.50,-7.00,-7.00,-7.00
9,-7.25,-7.00,-7.00,-7.00
9,-7.00,-7.00,-7.00,-7.00
9,-6.75,-7.00,-7.00,-7.00
9,-6.50,-6.00,-7.00,-6.00
9,-6.25,-6.00,-6.00,-6.00
9,-6.00,-6.00,-6.00,-6.00
9,-5.75,-6.00,-6.00,-6.00
9,-5.50,-5.00,-6.00,-5.00
9,-5.25,-5.00,-5.00,-5.00
9,-5.00,-5.00,-5.00,-5.00
9,-4.75,-5.00,-5.00,-5.00
9,-4.50,-4.00,-4.00,-4.00
9,-4.25,-4.00,-4.00,-4.00
9,-4.00,-4.00,-4.00,-4.00
9,-3.75,-4.00,-4.00,-4.00
9,-3.50,-4.00,-3.00,-3.00
9,-3.25,-3.00,-3.00,-3.00
9,-3.00,-3.00,-3.00,-3.00
9,-2.75,-3.00,-3.00,-3.00
9,-2.50,-3.00,-2.00,-2.00
9,-2.25,-2.00,-2.00,-2.00
9,-2.00,-2.00,-2.00,-2.00
9,-1.75,-2.00,-2.00,-2.00
9,-1.50,-1.00,-1.00,-1.00
9,-1.25,-1.00,-1.00,-1.00
9,-1.00,-1.00,-1.00,-1.00
9,-0.75,-1.00,-1.00,-1.00
9,-0.50,0.00,-1.00,0.00
9,-0.25,0.00,-1.00,0.00
9,0.00,0.00,-0.00,0.00
9,0.25,0.00,1.00,0.00
9,0.50,0.00,1.00,1.00
9,0.75,1.00,1.00,1.00
9,1.00,1.00,1.00,1.00
9,1.25,1.00,1.00,1.00
9,1.50,1.00,1.00,2.00
9,1.75,2.00,2.00,2.00
9,2.00,2.00,2.00,2.00
9,2.25,2.00,2.00,2.00
9,2.50,2.00,2.00,2.00
9,2.75,3.00,3.00,3.00
9,3.00,3.00,3.00,3.00
9,3.25,3.00,3.00,3.00
9,3.50,3.00,3.00,3.00
9,3.75,4.00,4.00,4.00
9,4.00,4.00,4.00,4.00
9,4.25,4.00,4.00,4.00
9,4.50,4.00,5.00,5.00
9,4.75,5.00,5.00,5.00
9,5.00,5.00,5.00,5.00
9,5.25,5.00,5.00,5.00
9,5.50,6.00,5.00,6.00
9,5.75,6.00,6.00,6.00
9,6.00,6.00,6.00,6.00
9,6.25,6.00,6.00,6.00
9,6.50,7.00,6.00,6.00
9,6.75,7.00,7.00,7.00
9,7.00,7.00,7.00,7.00
9,7.25,7.00,7.00,7.00
9,7.50,8.00,7.00,7.00
9,7.75,8.00,8.00,8.00
9,8.00,8.00,8.00,8.00
9,8.25,8.00,8.00,8.00
9,8.50,9.00,8.00,8.00
9,8.75,9.00,9.00,9.00
9,9.00,9.00,9.00,9.00
9,9.25,9.00,9.00,9.00
9,9.50,10.00,10.00,10.00
9,9.75,10.00,10.00,10.00
9,10.00,10.00,10.00,10.00
10,-10.00,-10.00,-10.00,-10.00
10,-9.75,-10.00,-10.00,-10.00
10,-9.50,-10.00,-10.00,-9.00
10,-9.25,-9.00,-9.00,-9.00
10,-9.00,-9.00,-9.00,-9.00
10,-8.75,-9.00,-9.00,-9.00
10,-8.50,-9.00,-9.00,-8.00
10,-8.25,-8.00,-8.00,-8.00
10,-8.00,-8.00,-8.00,-8.00
10,-7.75,-8.00,-8.00,-8.00
10,-7.50,-7.00,-8.00,-7.00
10,-7.25,-7.00,-7.00,-7.00
10,-7.00,-7.00,-7.00,-7.00
10,-6.75,-7.00,-7.00,-7.00
10,-6.50,-6.00,-6.00,-6.00
10,-6.25,-6.00,-6.00,-6.00
10,-6.00,-6.00,-6.00,-6.00
10,-5.75,-6.00,-6.00,-6.00
10,-5.50,-6.00,-6.00,-5.00
10,-5.25,-5.00,-5.00,-5.00
10,-5.00,-5.00,-5.00,-5.00
10,-4.75,-5.00,-5.00,-5.00
10,-4.50,-4.00,-5.00,-4.00
10,-4.25,-5.00,-4.00,-4.00
10,-4.00,-4.00,-4.00,-4.00
10,-3.75,-3.00,-4.00,-4.00
10,-3.50,-3.00,-4.00,-4.00
10,-3.25,-3.00,-3.00,-3.00
10,-3.00,-3.00,-3.00,-3.00
10,-2.75,-3.00,-3.00,-3.00
10,-2.50,-2.00,-2.00,-2.00
10,-2.25,-3.00,-2.00,-2.00
10,-2.00,-2.00,-2.00,-2.00
10,-1.75,-2.00,-2.00,-2.00
10,-1.50,-1.00,-2.00,-1.00
10,-1.25,-1.00,-1.00,-1.00
10,-1.00,-1.00,-1.00,-1.00
10,-0.75,0.00,-1.00,-1.00
10,-0.50,0.00,-0.00,-1.00
10,-0.25,0.00,-1.00,0.00
10,0.00,0.00,1.00,0.00
10,0.25,0.00,1.00,0.00
10,0.50,0.00,-0.00,0.00
10,0.75,1.00,1.00,1.00
10,1.00,1.00,-0.00,1.00
10,1.25,2.00,1.00,1.00
10,1.50,2.00,2.00,1.00
10,1.75,2.00,2.00,2.00
10,2.00,2.00,2.00,2.00
10,2.25,2.00,2.00,2.00
10,2.50,3.00,3.00,2.00
10,2.75,3.00,3.00,3.00
10,3.00,3.00,3.00,3.00
10,3.25,4.00,3.00,3.00
10,3.50,3.00,3.00,3.00
10,3.75,4.00,4.00,4.00
10,4.00,4.00,4.00,4.00
10,4.25,5.00,4.00,4.00
10,4.50,4.00,4.00,5.00
10,4.75,5.00,5.00,5.00
10,5.00,5.00,5.00,5.00
10,5.25,5.00,5.00,5.00
10,5.50,6.00,6.00,6.00
10,5.75,6.00,6.00,6.00
10,6.00,6.00,6.00,6.00
10,6.25,6.00,6.00,6.00
10,6.50,6.00,6.00,6.00
10,6.75,7.00,7.00,7.00
10,7.00,7.00,7.00,7.00
10,7.25,7.00,7.00,7.00
10,7.50,7.00,7.00,7.00
10,7.75,8.00,8.00,8.00
10,8.00,8.00,8.00,8.00
10,8.25,8.00,8.00,8.00
10,8.50,8.00,9.00,8.00
10,8.75,9.00,9.00,9.00
10,9.00,9.00,9.00,9.00
10,9.25,9.00,9.00,9.00
10,9.50,9.00,9.00,9.00
10,9.75,10.00,10.00,10.00
10,10.00,10.00,10.00,10.00
11,-10.00,-10.00,-10.00,-10.00
11,-9.75,-10.00,-10.00,-10.00
11,-9.50,-9.00,-9.00,-9.00
11,-9.25,-9.00,-9.00,-9.00
11,-9.00,-9.00,-9.00,-9.00
11,-8.75,-9.00,-9.00,-9.00
11,-8.50,-8.00,-8.00,-9.00
11,-8.25,-8.00,-8.00,-8.00
11,-8.00,-8.00,-8.00,-8.00
11,-7.75,-8.00,-8.00,-8.00
11,-7.50,-8.00,-8.00,-8.00
11,-7.25,-7.00,-7.00,-7.00
11,-7.00,-7.00,-7.00,-7.00
11,-6.75,-7.00,-7.00,-7.00
11,-6.50,-6.00,-6.00,-7.00
11,-6.25,-6.00,-6.00,-6.00
11,-6.00,-6.00,-6.00,-6.00
11,-5.75,-6.00,-6.00,-6.00
11,-5.50,-5.00,-5.00,-6.00
11,-5.25,-5.00,-5.00,-5.00
11,-5.00,-5.00,-5.00,-5.00
11,-4.75,-5.00,-5.00,-5.00
11,-4.50,-4.00,-4.00,-4.00
11,-4.25,-4.00,-4.00,-4.00
11,-4.00,-4.00,-4.00,-4.00
11,-3.75,-4.00,-4.00,-4.00
11,-3.50,-3.00,-3.00,-3.00
11,-3.25,-3.00,-3.00,-3.00
11,-3.00,-3.00,-3.00,-3.00
11,-2.75,-3.00,-3.00,-3.00
11,-2.50,-2.00,-2.00,-2.00
11,-2.25,-2.00,-2.00,-2.00
11,-2.00,-2.00,-2.00,-2.00
11,-1.75,-2.00,-2.00,-2.00
11,-1.50,-2.00,-1.00,-2.00
11,-1.25,-1.00,-1.00,-1.00
11,-1.00,-1.00,-1.00,-1.00
11,-0.75,-1.00,-1.00,-1.00
11,-0.50,-1.00,-1.00,0.00
11,-0.25,0.00,-1.00,0.00
11,0.00,0.00,-0.00,0.00
11,0.25,0.00,1.00,0.00
11,0.50,1.00,1.00,0.00
11,0.75,1.00,1.00,1.00
11,1.00,1.00,1.00,1.00
11,1.25,1.00,1.00,1.00
11,1.50,2.00,1.00,2.00
11,1.75,2.00,2.00,2.00
11,2.00,2.00,2.00,2.00
11,2.25,2.00,2.00,2.00
11,2.50,2.00,2.00,3.00
11,2.75,3.00,3.00,3.00
11,3.00,3.00,3.00,3.00
11,3.25,3.00,3.00,3.00
11,3.50,4.00,4.00,4.00
11,3.75,4.00,4.00,4.00
11,4.00,4.00,4.00,4.00
11,4.25,4.00,4.00,4.00
11,4.50,5.00,5.00,4.00
11,4.75,5.00,5.00,5.00
11,5.00,5.00,5.00,5.00
11,5.25,5.00,5.00,5.00
11,5.50,6.00,5.00,5.00
11,5.75,6.00,6.00,6.00
11,6.00,6.00,6.00,6.00
11,6.25,6.00,6.00,6.00
11,6.50,7.00,6.00,7.00
11,6.75,7.00,7.00,7.00
11,7.00,7.00,7.00,7.00
11,7.25,7.00,7.00,7.00
11,7.50,7.00,7.00,8.00
11,7.75,8.00,8.00,8.00
11,8.00,8.00,8.00,8.00
11,8.25,8.00,8.00,8.00
11,8.50,9.00,8.00,8.00
11,8.75,9.00,9.00,9.00
11,9.00,9.00,9.00,9.00
11,9.25,9.00,9.00,9.00
11,9.50,10.00,9.00,9.00
11,9.75,10.00,10.00,10.00
11,10.00,10.00,10.00,10.00
12,-10.00,-10.00,-10.00,-10.00
12,-9.75,-10.00,-10.00,-10.00
12,-9.50,-9.00,-9.00,-9.00
12,-9.25,-9.00,-9.00,-9.00
12,-9.00,-9.00,-9.00,-9.00
12,-8.75,-9.00,-9.00,-9.00
12,-8.50,-8.00,-8.00,-8.00
12,-8.25,-8.00,-8.00,-8.00
12,-8.00,-8.00,-8.00,-8.00
12,-7.75,-8.00,-8.00,-8.00
12,-7.50,-7.00,-7.00,-7.00
12,-7.25,-7.00,-7.00,-7.00
12,-7.00,-7.00,-7.00,-7.00
12,-6.75,-7.00,-7.00,-7.00
12,-6.50,-7.00,-6.00,-6.00
12,-6.25,-6.00,-6.00,-6.00
12,-6.00,-6.00,-6.00,-6.00
12,-5.75,-6.00,-6.00,-6.00
12,-5.50,-5.00,-5.00,-5.00
12,-5.25,-5.00,-5.00,-5.00
12,-5.00,-5.00,-5.00,-5.00
12,-4.75,-5.00,-5.00,-5.00
12,-4.50,-5.00,-4.00,-4.00
12,-4.25,-4.00,-4.00,-4.00
12,-4.00,-4.00,-4.00,-4.00
12,-3.75,-4.00,-4.00,-4.00
12,-3.50,-3.00,-4.00,-3.00
12,-3.25,-3.00,-3.00,-3.00
12,-3.00,-3.00,-3.00,-3.00
12,-2.75,-3.00,-3.00,-3.00
12,-2.50,-2.00,-2.00,-3.00
12,-2.25,-2.00,-2.00,-2.00
12,-2.00,-2.00,-2.00,-2.00
12,-1.75,-1.00,-2.00,-2.00
12,-1.50,-2.00,-1.00,-1.00
12,-1.25,-1.00,-1.00,-1.00
12,-1.00,-1.00,-1.00,-1.00
12,-0.75,-1.00,-1.00,-1.00
12,-0.50,0.00,-0.00,0.00
12,-0.25,0.00,-0.00,0.00
12,0.00,0.00,-0.00,0.00
12,0.25,0.00,-0.00,0.00
12,0.50,1.00,-0.00,0.00
12,0.75,1.00,1.00,1.00
12,1.00,1.00,1.00,1.00
12,1.25,1.00,1.00,1.00
12,1.50,1.00,2.00,1.00
12,1.75,2.00,2.00,2.00
12,2.00,2.00,2.00,2.00
12,2.25,2.00,2.00,2.00
12,2.50,2.00,3.00,3.00
12,2.75,3.00,3.00,3.00
12,3.00,3.00,3.00,3.00
12,3.25,3.00,3.00,3.00
12,3.50,3.00,3.00,3.00
12,3.75,4.00,4.00,4.00
12,4.00,4.00,4.00,4.00
12,4.25,4.00,4.00,4.00
12,4.50,4.00,3.00,5.00
12,4.75,5.00,5.00,5.00
12,5.00,5.00,5.00,5.00
12,5.25,5.00,5.00,5.00
12,5.50,5.00,5.00,5.00
12,5.75,6.00,5.00,6.00
12,6.00,6.00,6.00,6.00
12,6.25,6.00,6.00,6.00
12,6.50,6.00,6.00,6.00
12,6.75,7.00,7.00,7.00
12,7.00,7.00,7.00,7.00
12,7.25,7.00,7.00,7.00
12,7.50,8.00,7.00,7.00
12,7.75,8.00,8.00,8.00
12,8.00,8.00,8.00,8.00
12,8.25,8.00,8.00,8.00
12,8.50,8.00,9.00,8.00
12,8.75,9.00,9.00,9.00
12,9.00,9.00,9.00,9.00
12,9.25,9.00,9.00,9.00
12,9.50,9.00,9.00,9.00
12,9.75,10.00,10.00,10.00
12,10.00,10.00,10.00,10.00
13,-10.00,-10.00,-10.00,-10.00
13,-9.75,-9.00,-10.00,-10.00
13,-9.50,-9.00,-9.00,-10.00
13,-9.25,-9.00,-9.00,-9.00
13,-9.00,-9.00,-9.00,-9.00
13,-8.75,-9.00,-9.00,-9.00
13,-8.50,-8.00,-8.00,-9.00
13,-8.25,-8.00,-8.00,-8.00
13,-8.00,-8.00,-8.00,-8.00
13,-7.75,-8.00,-8.00,-8.00
13,-7.50,-7.00,-7.00,-7.00
13,-7.25,-7.00,-7.00,-7.00
13,-7.00,-7.00,-7.00,-7.00
13,-6.75,-7.00,-7.00,-7.00
13,-6.50,-6.00,-6.00,-7.00
13,-6.25,-6.00,-6.00,-6.00
13,-6.00,-6.00,-6.00,-6.00
13,-5.75,-6.00,-6.00,-6.00
13,-5.50,-5.00,-5.00,-5.00
13,-5.25,-5.00,-5.00,-5.00
13,-5.00,-5.00,-5.00,-5.00
13,-4.75,-4.00,-5.00,-5.00
13,-4.50,-4.00,-4.00,-4.00
13,-4.25,-4.00,-4.00,-4.00
13,-4.00,-4.00,-4.00,-4.00
13,-3.75,-4.00,-4.00,-4.00
13,-3.50,-3.00,-3.00,-3.00
13,-3.25,-3.00,-3.00,-3.00
13,-3.00,-3.00,-3.00,-3.00
13,-2.75,-3.00,-3.00,-3.00
13,-2.50,-3.00,-2.00,-2.00
13,-2.25,-2.00,-2.00,-2.00
13,-2.00,-2.00,-2.00,-2.00
13,-1.75,-2.00,-2.00,-2.00
13,-1.50,-2.00,-2.00,-1.00
13,-1.25,-1.00,-1.00,-1.00
13,-1.00,-1.00,-1.00,-1.00
13,-0.75,0.00,-1.00,-1.00
13,-0.50,0.00,-0.00,-1.00
13,-0.25,0.00,-0.00,0.00
13,0.00,0.00,-8.00,0.00
13,0.25,0.00,-0.00,0.00
13,0.50,0.00,-0.00,0.00
13,0.75,1.00,1.00,1.00
13,1.00,1.00,1.00,1.00
13,1.25,1.00,1.00,1.00
13,1.50,1.00,2.00,1.00
13,1.75,2.00,2.00,2.00
13,2.00,2.00,2.00,2.00
13,2.25,2.00,2.00,2.00
13,2.50,2.00,3.00,2.00
13,2.75,3.00,3.00,3.00
13,3.00,3.00,3.00,3.00
13,3.25,3.00,3.00,3.00
13,3.50,4.00,4.00,3.00
13,3.75,4.00,4.00,4.00
13,4.00,4.00,4.00,4.00
13,4.25,4.00,4.00,4.00
13,4.50,5.00,5.00,4.00
13,4.75,5.00,5.00,5.00
13,5.00,5.00,5.00,5.00
13,5.25,5.00,5.00,5.00
13,5.50,6.00,5.00,5.00
13,5.75,6.00,6.00,6.00
13,6.00,6.00,6.00,6.00
13,6.25,6.00,6.00,6.00
13,6.50,7.00,7.00,6.00
13,6.75,7.00,7.00,7.00
13,7.00,7.00,7.00,7.00
13,7.25,7.00,7.00,7.00
13,7.50,8.00,8.00,7.00
13,7.75,8.00,8.00,8.00
13,8.00,8.00,8.00,8.00
13,8.25,8.00,8.00,8.00
13,8.50,9.00,8.00,8.00
13,8.75,9.00,9.00,9.00
13,9.00,9.00,9.00,9.00
13,9.25,9.00,9.00,9.00
13,9.50,10.00,9.00,9.00
13,9.75,10.00,10.00,10.00
13,10.00,10.00,10.00,10.00
14,-10.00,-10.00,-10.00,-10.00
14,-9.75,-10.00,-10.00,-10.00
14,-9.50,-9.00,-9.00,-9.00
14,-9.25,-9.00,-9.00,-9.00
14,-9.00,-9.00,-9.00,-9.00
14,-8.75,-9.00,-9.00,-9.00
14,-8.50,-8.00,-8.00,-8.00
14,-8.25,-8.00,-8.00,-8.00
14,-8.00,-8.00,-8.00,-8.00
14,-7.75,-8.00,-8.00,-8.00
14,-7.50,-8.00,-7.00,-8.00
14,-7.25,-7.00,-7.00,-7.00
14,-7.00,-7.00,-7.00,-7.00
14,-6.75,-7.00,-7.00,-7.00
14,-6.50,-7.00,-7.00,-7.00
14,-6.25,-6.00,-6.00,-6.00
14,-6.00,-6.00,-6.00,-6.00
14,-5.75,-6.00,-6.00,-6.00
14,-5.50,-6.00,-5.00,-5.00
14,-5.25,-5.00,-5.00,-5.00
14,-5.00,-5.00,-5.00,-5.00
14,-4.75,-5.00,-5.00,-5.00
14,-4.50,-5.00,-4.00,-4.00
14,-4.25,-4.00,-4.00,-4.00
14,-4.00,-4.00,-4.00,-4.00
14,-3.75,-4.00,-4.00,-4.00
14,-3.50,-3.00,-3.00,-3.00
14,-3.25,-3.00,-3.00,-3.00
14,-3.00,-3.00,-3.00,-3.00
14,-2.75,-3.00,-3.00,-3.00
14,-2.50,-3.00,-2.00,-2.00
14,-2.25,-2.00,-2.00,-2.00
14,-2.00,-2.00,-2.00,-2.00
14,-1.75,-2.00,-2.00,-2.00
14,-1.50,-2.00,-2.00,-1.00
14,-1.25,-1.00,-1.00,-1.00
14,-1.00,-1.00,-1.00,-1.00
14,-0.75,-1.00,-1.00,-1.00
14,-0.50,-1.00,-0.00,0.00
14,-0.25,0.00,-0.00,0.00
14,0.00,0.00,-0.00,0.00
14,0.25,0.00,-0.00,0.00
14,0.50,0.00,-0.00,1.00
14,0.75,1.00,1.00,1.00
14,1.00,1.00,1.00,1.00
14,1.25,1.00,1.00,1.00
14,1.50,1.00,2.00,1.00
14,1.75,2.00,2.00,2.00
14,2.00,2.00,2.00,2.00
14,2.25,2.00,2.00,2.00
14,2.50,2.00,2.00,2.00
14,2.75,3.00,3.00,3.00
14,3.00,3.00,3.00,3.00
14,3.25,3.00,3.00,3.00
14,3.50,3.00,4.00,3.00
14,3.75,4.00,4.00,4.00
14,4.00,4.00,4.00,4.00
14,4.25,4.00,4.00,4.00
14,4.50,4.00,5.00,4.00
14,4.75,5.00,5.00,5.00
14,5.00,5.00,5.00,5.00
14,5.25,5.00,5.00,5.00
14,5.50,5.00,5.00,5.00
14,5.75,6.00,6.00,6.00
14,6.00,6.00,6.00,6.00
14,6.25,6.00,6.00,6.00
14,6.50,6.00,7.00,6.00
14,6.75,7.00,7.00,7.00
14,7.00,7.00,7.00,7.00
14,7.25,7.00,7.00,7.00
14,7.50,7.00,7.00,7.00
14,7.75,8.00,8.00,8.00
14,8.00,8.00,8.00,8.00
14,8.25,8.00,8.00,8.00
14,8.50,9.00,9.00,8.00
14,8.75,9.00,9.00,9.00
14,9.00,9.00,9.00,9.00
14,9.25,9.00,9.00,9.00
14,9.50,10.00,9.00,9.00
14,9.75,10.00,10.00,10.00
14,10.00,10.00,10.00,10.00
